país;ano;código_iso;população;pib;variação_biocombustível_pct;variação_biocombustível_twh;biocombustível_per_capita;consumo_biocombustível;eletricidade_biocombustível_per_capita;eletricidade_biocombustível;participação_biocombustível_eletricidade;participação_biocombustível_energia;intensidade_carbono_eletricidade;variação_carvão_pct;variação_carvão_twh;carvão_per_capita;consumo_carvão;eletricidade_carvão_per_capita;eletricidade_carvão;variação_produção_carvão_pct;variação_produção_carvão_twh;produção_carvão_per_capita;produção_carvão;participação_carvão_eletricidade;participação_carvão_energia;demanda_eletricidade;geração_eletricidade;participação_eletricidade_energia;variação_consumo_energia_pct;variação_consumo_energia_twh;energia_per_capita;energia_por_pib;variação_combustível_fóssil_pct;variação_combustível_fóssil_twh;eletricidade_fóssil_per_capita;eletricidade_fóssil;energia_fóssil_per_capita;consumo_combustível_fóssil;participação_fóssil_eletricidade;participação_fóssil_energia;variação_gás_pct;variação_gás_twh;consumo_gás;eletricidade_gás_per_capita;eletricidade_gás;energia_gás_per_capita;variação_produção_gás_pct;variação_produção_gás_twh;produção_gás_per_capita;produção_gás;participação_gás_eletricidade;participação_gás_energia;emissões_gases_efeito_estufa;variação_hidrelétrica_pct;variação_hidrelétrica_twh;consumo_hidrelétrica;eletricidade_hidrelétrica_per_capita;eletricidade_hidrelétrica;energia_hidrelétrica_per_capita;participação_hidrelétrica_eletricidade;participação_hidrelétrica_energia;variação_baixo_carbono_pct;variação_baixo_carbono_twh;consumo_baixo_carbono;eletricidade_baixo_carbono_per_capita;eletricidade_baixo_carbono;energia_baixo_carbono_per_capita;participação_baixo_carbono_eletricidade;participação_baixo_carbono_energia;importação_líquida_eletricidade;participação_importação_eletricidade_demanda;variação_nuclear_pct;variação_nuclear_twh;consumo_nuclear;eletricidade_nuclear_per_capita;eletricidade_nuclear;energia_nuclear_per_capita;participação_nuclear_eletricidade;participação_nuclear_energia;variação_petróleo_pct;variação_petróleo_twh;consumo_petróleo;eletricidade_petróleo_per_capita;eletricidade_petróleo;energia_petróleo_per_capita;variação_produção_petróleo_pct;variação_produção_petróleo_twh;produção_petróleo_per_capita;produção_petróleo;participação_petróleo_eletricidade;participação_petróleo_energia;consumo_outras_renováveis;eletricidade_outras_renováveis;eletricidade_outras_renováveis_exceto_biocombustível;variação_outras_renováveis_pct;variação_outras_renováveis_twh;eletricidade_outras_renováveis_per_capita;eletricidade_outras_renováveis_per_capita_exceto_biocombustível;energia_outras_renováveis_per_capita;participação_outras_renováveis_eletricidade;participação_outras_renováveis_eletricidade_exceto_biocombustível;participação_outras_renováveis_energia;eletricidade_per_capita;consumo_energia_primária;variação_renováveis_pct;variação_renováveis_twh;consumo_renováveis;eletricidade_renováveis_per_capita;eletricidade_renováveis;energia_renováveis_per_capita;participação_renováveis_eletricidade;participação_renováveis_energia;variação_solar_pct;variação_solar_twh;consumo_solar;eletricidade_solar_per_capita;eletricidade_solar;energia_solar_per_capita;participação_solar_eletricidade;participação_solar_energia;variação_eólica_pct;variação_eólica_twh;consumo_eólica;eletricidade_eólica_per_capita;eletricidade_eólica;energia_eólica_per_capita;participação_eólica_eletricidade;participação_eólica_energia;energia_renovavel;energia_nao_renovavel;continente
Africa;1900;;138752199.0;;;;;;;;;;;;;;;;;;;48.144;6.68;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1901;;139021447.0;;;;;;;;;;;;;;;;;67.81;4.53;80.634;11.21;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1902;;139489077.0;;;;;;;;;;;;;;;;;49.068;5.5;119.797;16.71;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1903;;139992790.0;;;;;;;;;;;;;;;;;35.697;5.965;161.976;22.675;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1904;;140510536.0;;;;;;;;;;;;;;;;;12.88;2.921;182.165;25.596;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1905;;141042447.0;;;;;;;;;;;;;;;;;15.171;3.883;209.009;29.479;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1906;;141588654.0;;;;;;;;;;;;;;;;;14.187;4.182;237.742;33.662;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1907;;142149308.0;;;;;;;;;;;;;;;;;10.355;3.485;261.324;37.147;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1908;;142724535.0;;;;;;;;;;;;;;;;;3.723;1.383;269.959;38.53;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1909;;143305202.0;;;;;;;;;;;;;;;;;14.77;5.691;308.577;44.221;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1910;;144064903.0;;;;;;;;;;;;;;;;;13.15;5.815;347.313;50.036;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1911;;144480832.0;;;;;;;;;;;;;;;;;-3.163;-1.583;335.36;48.453;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.035;0.241;0.035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1912;;145067004.0;;;;;;;;;;;;;;;;;6.005;2.909;354.061;51.363;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;833.333;0.291;2.245;0.326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1913;;145657208.0;;;;;;;;;;;;;;;;;9.501;4.88;386.131;56.243;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-53.571;-0.174;1.038;0.151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1914;;146256012.0;;;;;;;;;;;;;;;;;-1.556;-0.875;378.566;55.367;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;669.231;1.012;7.952;1.163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1915;;146863516.0;;;;;;;;;;;;;;;;;1.472;0.815;382.548;56.182;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-70.0;-0.814;2.376;0.349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1916;;147479796.0;;;;;;;;;;;;;;;;;18.252;10.254;450.479;66.437;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96.667;0.337;4.653;0.686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1917;;148104957.0;;;;;;;;;;;;;;;;;8.094;5.377;484.883;71.814;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;133.898;0.919;10.837;1.605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1918;;148713464.0;;;;;;;;;;;;;;;;;-4.225;-3.034;462.495;68.779;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105.072;1.686;22.132;3.291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1919;;149572638.0;;;;;;;;;;;;;;;;;3.719;2.558;476.94;71.337;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-20.495;-0.675;17.495;2.617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1920;;150861520.0;;;;;;;;;;;;;;;;;11.518;8.216;527.328;79.553;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-33.778;-0.884;11.486;1.733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1921;;152062212.0;;;;;;;;;;;;;;;;;-0.596;-0.474;520.044;79.079;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.819;0.395;13.996;2.128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1922;;153693154.0;;;;;;;;;;;;;;;;;-14.562;-11.515;439.603;67.564;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4.918;-0.105;13.167;2.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1923;;155594335.0;;;;;;;;;;;;;;;;;21.95;14.83;529.544;82.394;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11.494;-0.233;11.511;1.791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1924;;157523780.0;;;;;;;;;;;;;;;;;5.455;4.495;551.59;86.889;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.143;0.128;12.182;1.919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1925;;159481926.0;;;;;;;;;;;;;;;;;5.02;4.362;572.17;91.251;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.303;0.198;13.272;2.117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1926;;161469210.0;;;;;;;;;;;;;;;;;7.341;6.699;606.613;97.949;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4.396;-0.093;12.533;2.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1927;;163486087.0;;;;;;;;;;;;;;;;;-1.815;-1.778;588.255;96.172;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.897;0.14;13.232;2.163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1928;;165533025.0;;;;;;;;;;;;;;;;;1.74;1.673;591.089;97.845;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.624;0.965;18.899;3.128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1929;;167612506.0;;;;;;;;;;;;;;;;;2.231;2.183;596.779;100.028;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.23;0.07;19.081;3.198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1930;;169924067.0;;;;;;;;;;;;;;;;;-5.87;-5.872;554.106;94.156;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.364;0.14;19.643;3.338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1931;;171875191.0;;;;;;;;;;;;;;;;;-13.17;-12.4;475.669;81.756;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.045;0.035;19.623;3.373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1932;;174050964.0;;;;;;;;;;;;;;;;;-10.534;-8.612;420.242;73.144;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6.207;-0.209;18.175;3.163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1933;;176265430.0;;;;;;;;;;;;;;;;;7.618;5.572;446.574;78.715;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11.765;-0.372;15.835;2.791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1934;;178512860.0;;;;;;;;;;;;;;;;;14.806;11.655;506.239;90.37;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7.5;-0.209;14.463;2.582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1935;;180793768.0;;;;;;;;;;;;;;;;;10.924;9.872;554.457;100.242;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-18.018;-0.465;11.708;2.117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1936;;183108678.0;;;;;;;;;;;;;;;;;8.657;8.678;594.837;108.92;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.549;0.012;11.623;2.128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1937;;185458104.0;;;;;;;;;;;;;;;;;7.642;8.323;632.181;117.243;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4.918;-0.105;10.911;2.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1938;;187842584.0;;;;;;;;;;;;;;;;;4.858;5.695;654.476;122.938;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.609;0.64;14.178;2.663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1939;;190381812.0;;;;;;;;;;;;;;;;;3.255;4.002;666.766;126.94;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193.013;5.14;40.99;7.804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1940;;193306256.0;;;;;;;;;;;;;;;;;4.812;6.108;688.277;133.048;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.195;3.059;56.193;10.862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1941;;195943401.0;;;;;;;;;;;;;;;;;7.466;9.933;729.707;142.981;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.37;3.408;72.827;14.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1942;;198975492.0;;;;;;;;;;;;;;;;;9.864;14.103;789.467;157.085;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.26;-0.465;69.379;13.805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1943;;202181814.0;;;;;;;;;;;;;;;;;1.772;2.784;790.717;159.869;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.677;1.198;74.204;15.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1944;;205448384.0;;;;;;;;;;;;;;;;;11.063;17.687;864.234;177.555;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.271;0.791;76.874;15.794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1945;;208776384.0;;;;;;;;;;;;;;;;;1.443;2.561;862.726;180.117;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.368;-0.058;75.37;15.735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1946;;212172008.0;;;;;;;;;;;;;;;;;1.082;1.949;858.104;182.066;;;;;;;;;;;;;;;;;;;;;;;;;0.843;3.971;0.843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5.026;-0.791;70.436;14.945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1947;;215621479.0;;;;;;;;;;;;;;;;;-0.843;-1.534;837.262;180.532;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;3.908;0.843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.047;0.605;72.114;15.549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1948;;219141050.0;;;;;;;;;;;;;;;;;3.155;5.695;849.805;186.227;;;;;;;;;;;;;;;;;;;;;;;;2.899;0.024;3.956;0.867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.66;6.478;100.516;22.027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1949;;223001287.0;;;;;;;;;;;;;;;;;6.564;12.224;889.911;198.451;;;;;;;;;;;;;;;;;;;;;;;;1.408;0.012;3.943;0.879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.753;4.792;120.263;26.819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1950;;227549730.0;;;;;;;;;;;;;;;;;4.61;9.148;912.324;207.599;;;;;;;;;;;;;;;;;;;;;;;;5.536;0.049;4.078;0.928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.874;3.989;135.39;30.808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1951;;232484439.0;;;;;;;;;;;;;;;;;1.392;2.89;905.388;210.489;;;;;;;;;;;;;;;;;;;;;;;;7.878;0.073;4.306;1.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8.834;-2.721;120.81;28.086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1952;;237586485.0;;;;;;;;;;;;;;;;;5.927;12.476;938.455;222.964;;;;;;;;;;;;;;;;;;;;;;;;2.423;0.024;4.315;1.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.478;0.977;122.328;29.063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1953;;242837870.0;;;;;;;;;;;;;;;;;3.101;6.914;946.631;229.878;;;;;;;;;;;;;;;;;;;;;;;;8.272;0.085;4.571;1.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.601;0.465;121.598;29.529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1954;;248245229.0;;;;;;;;;;;;;;;;;2.624;6.032;950.31;235.91;;;;;;;;;;;;;;;;;;;;;;;;10.925;0.121;4.96;1.231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-14.888;-4.396;101.24;25.132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1955;;253848117.0;;;;;;;;;;;;;;;;;10.722;25.293;1028.974;261.203;;;;;;;;;;;;;;;;;;;;;;;;-0.978;-0.012;4.803;1.219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8.468;-2.128;90.622;23.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1956;;259631766.0;;;;;;;;;;;;;;;;;4.708;12.297;1053.417;273.501;;;;;;;;;;;;;;;;;;;;;;;;10.989;0.134;5.212;1.353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5.561;-1.279;83.676;21.725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1957;;265515596.0;;;;;;;;;;;;;;;;;3.978;10.879;1071.045;284.379;;;;;;;;;;;;;;;;;;;;;;;;-0.853;-0.012;5.053;1.342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.308;9.409;117.257;31.134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1958;;271429963.0;;;;;;;;;;;;;;;;;4.161;11.834;1091.307;296.213;;;;;;;;;;;;;;;;;;;;;;;;6.396;0.086;5.259;1.428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68.061;21.19;192.769;52.323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1959;;277648583.0;;;;;;;;;;;;;;;;;-1.581;-4.684;1049.996;291.53;;;;;;;;;;;;;;;;;;;;;;;;15.303;0.218;5.928;1.646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.34;15.352;243.743;67.675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1960;;284288223.0;;;;;;;;;;;;;;;;;-6.406;-18.674;959.786;272.856;;;;;;;;;;;;;;;;;;;;;;;;7.419;0.122;6.22;1.768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;137.137;92.807;564.506;160.482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1961;;291177974.0;;;;;;;;;;;;;;;;;11.328;30.908;1043.223;303.764;;;;;;;;;;;;;;;;;;;;;;;;60.776;1.075;9.763;2.843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.367;114.532;944.49;275.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1962;;298334455.0;;;;;;;;;;;;;;;;;3.009;9.141;1048.84;312.905;;;;;;;;;;;;;;;;;;;;;;;;59.692;1.697;15.217;4.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64.27;176.753;1514.298;451.767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1963;;305755585.0;;;;;;;;;;;;;;;;;2.272;7.109;1046.633;320.014;;;;;;;;;;;;;;;;;;;;;;;;34.124;1.549;19.914;6.089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.293;213.655;2176.32;665.422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1964;;313466087.0;;;;;;;;;;;;;;;;;6.096;19.509;1083.124;339.523;;;;;;;;;;;;;;;;;;;;;;;;85.973;5.235;36.123;11.323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.932;292.332;3055.366;957.754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Africa
Africa;1965;;321447378.0;;;;;;;;;;;;;1006.374;323.496;;;8.434;28.637;1145.318;368.159;;45.161;;;;;;2228.423;;;;;;2100.505;675.202;;94.26;;;9.572;;;29.778;176.044;19.934;97.241;31.258;;1.336;;;;41.119;43.259;13.906;127.918;;5.74;;;41.119;;;127.918;;5.74;;;;;0.0;0.0;0.0;0.0;;0.0;;;342.134;;;1064.354;28.958;277.347;3842.312;1235.101;;47.763;;;;;;;;;;;;;716.321;;;41.119;;;127.918;;5.74;;;;;;;;;;;0.0;0.0;0.0;0.0;;0.0;41.119;675.202;Africa
